,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
118279,2018-12-13,50,Middelburg,NL,Christmas lights,Other,Unknown/n.a.,yes,8.0
118280,2018-12-13,50,Middelburg,NL,Christmas lights,Other,Unknown/n.a.,yes,8.0
118282,2018-12-13,50,Middelburg,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,8.0
118283,2018-12-13,50,Middelburg,NL,Paper shredder,Household appliances electric,Rexel,yes,10.0
118284,2018-12-13,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118285,2018-12-13,50,Middelburg,NL,Christmas lights,Other,Philips,half,10.0
118286,2018-12-13,50,Middelburg,NL,Smartphone,Computer equipment / phones,Apple,yes,5.0
118287,2018-12-01,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,6.0
118289,2018-12-01,50,Middelburg,NL,Coffee maker,Household appliances electric,Elektrolux,yes,7.0
118290,2018-12-01,50,Middelburg,NL,Bread maker,Household appliances electric,Sennheiser,yes,9.0
118291,2018-12-01,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118292,2018-12-01,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
118294,2018-12-01,50,Middelburg,NL,Handheld vacuum cleaner,Household appliances electric,AEG,yes,10.0
118295,2018-12-01,50,Middelburg,NL,Adapter,Computer equipment / phones,Unknown/n.a.,yes,9.0
118296,2018-12-01,50,Middelburg,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,9.0
118298,2018-12-01,50,Middelburg,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118299,2018-12-01,50,Middelburg,NL,Printer / scanner,Computer equipment / phones,Unknown/n.a.,yes,7.0
118300,2018-12-01,50,Middelburg,NL,Computer,Computer equipment / phones,Lenovo,yes,9.0
118302,2018-12-01,50,Middelburg,NL,Cardigan,Textile,Unknown/n.a.,yes,10.0
118303,2018-12-01,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118304,2018-11-19,50,Middelburg,NL,Controller,Computer equipment / phones,Unknown/n.a.,half,6.0
118305,2018-11-15,50,Middelburg,NL,Display / Monitor,Display and sound equipment,Motorola,yes,8.0
118306,2018-11-15,50,Middelburg,NL,Dress,Textile,Unknown/n.a.,yes,8.0
118307,2023-05-26,26,Eindhoven-Woensel,NL,Sewing machine,Household appliances electric,Vendomatic,no,5.0
118308,2023-05-26,26,Eindhoven-Woensel,NL,Steam iron / Steam ironing station,Household appliances electric,Tefal,half,5.0
118309,2018-11-15,50,Middelburg,NL,Film projector,Display and sound equipment,Unknown/n.a.,yes,7.0
118310,2023-05-26,26,Eindhoven-Woensel,NL,Dvd / video player,Display and sound equipment,Xiron,yes,8.0
118311,2023-05-26,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,no,4.0
118313,2023-05-26,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Saeco,half,5.0
118314,2018-11-15,50,Middelburg,NL,Smartphone,Computer equipment / phones,Samsung,yes,9.0
118315,2023-05-26,26,Eindhoven-Woensel,NL,Air fryer,Household appliances electric,Watshome,yes,4.0
118316,2023-05-26,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Miele,yes,5.0
118318,2023-05-26,26,Eindhoven-Woensel,NL,Socket / power strip,Other,Unknown/n.a.,yes,5.0
118319,2023-05-26,26,Eindhoven-Woensel,NL,Bread maker,Household appliances electric,AFK,yes,9.0
118321,2023-05-26,26,Eindhoven-Woensel,NL,Handheld vacuum cleaner,Household appliances electric,Dyson,half,8.0
118322,2018-11-15,50,Middelburg,NL,Computer,Computer equipment / phones,Asus,yes,7.0
118323,2023-05-26,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,2.0
118324,2023-05-26,26,Eindhoven-Woensel,NL,Toaster,Household appliances electric,Princess,yes,6.0
118325,2018-11-15,50,Middelburg,NL,Coffee maker,Household appliances electric,Magimix Nespresso,yes,9.0
118326,2023-05-19,26,Eindhoven-Woensel,NL,Microwave,Household appliances electric,Boxford Holland,no,6.0
118328,2023-05-19,26,Eindhoven-Woensel,NL,Handheld vacuum cleaner,Household appliances electric,SilverCrest,no,3.0
118330,2023-05-19,26,Eindhoven-Woensel,NL,Tablet,Computer equipment / phones,Samsung,no,6.0
118331,2023-05-19,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
118332,2018-11-15,50,Middelburg,NL,Chainsaw,Tools electric,Einhell,yes,10.0
118333,2023-05-19,26,Eindhoven-Woensel,NL,Bread maker,Household appliances electric,AFK,half,6.0
118334,2023-05-19,26,Eindhoven-Woensel,NL,Iron,Household appliances electric,Philips,yes,5.0
118335,2023-05-19,26,Eindhoven-Woensel,NL,Electric fireplace / decorative fireplace,Household appliances electric,Pelgrim,half,8.0
118336,2023-05-19,26,Eindhoven-Woensel,NL,Hair dryer,Household appliances electric,Unknown/n.a.,yes,8.0
118337,2023-05-19,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Miele,yes,9.0
118338,2023-05-19,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Nespresso,no,7.0
118339,2023-05-19,26,Eindhoven-Woensel,NL,Electric heater / radiator,Household appliances electric,Unknown/n.a.,yes,8.0
118340,2023-05-12,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,yes,10.0
118341,2023-05-12,26,Eindhoven-Woensel,NL,Toaster,Household appliances electric,Hema,yes,8.0
118342,2023-05-12,26,Eindhoven-Woensel,NL,Electric toothbrush,Household appliances electric,Triumph,yes,8.0
118343,2023-05-12,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Junghans,yes,8.0
118344,2023-05-12,26,Eindhoven-Woensel,NL,Pancake maker,Household appliances electric,Unknown/n.a.,yes,8.0
118345,2023-05-12,26,Eindhoven-Woensel,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,half,7.0
118346,2023-05-12,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Tomado,yes,8.0
118347,2023-05-12,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Siemens,yes,7.0
118348,2023-05-12,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,1.0
118349,2023-05-12,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Turbotronic,no,7.0
118350,2023-05-12,26,Eindhoven-Woensel,NL,Foot massage machine,Household appliances electric,DR-HO's,yes,7.0
118352,2018-11-06,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118353,2018-11-03,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,8.0
118355,2018-11-03,50,Middelburg,NL,Shirt (dress shirt),Textile,Unknown/n.a.,yes,8.0
118357,2018-11-03,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
118358,2018-11-03,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118361,2018-11-03,50,Middelburg,NL,Iron,Household appliances electric,Watshome,yes,10.0
118362,2018-11-03,50,Middelburg,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,8.0
118363,2018-11-03,50,Middelburg,NL,Computer,Computer equipment / phones,Unknown/n.a.,yes,8.0
118364,2018-11-03,50,Middelburg,NL,Headphones,Display and sound equipment,Unknown/n.a.,yes,10.0
118366,2018-11-03,50,Middelburg,NL,Computer,Computer equipment / phones,Asus,yes,8.0
118367,2018-11-03,50,Middelburg,NL,Laptop,Computer equipment / phones,Samsung,yes,10.0
118368,2018-11-03,50,Middelburg,NL,Waffle iron / Waffle maker,Household appliances electric,Princess,yes,8.0
118370,2018-11-03,50,Middelburg,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118371,2018-10-18,50,Middelburg,NL,Photo camera,Display and sound equipment,Eumig,yes,10.0
118372,2018-10-18,50,Middelburg,NL,Radio,Display and sound equipment,Unknown/n.a.,yes,7.0
118373,2018-10-18,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118374,2018-10-18,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,10.0
118375,2018-10-18,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118376,2018-10-18,50,Middelburg,NL,Bicycle / Bike,Bicycles,Loekie,yes,9.0
118377,2018-10-06,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Bosch,half,10.0
118378,2018-10-06,50,Middelburg,NL,Cd / dvd player,Display and sound equipment,TEAC,yes,9.0
118379,2018-10-06,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,10.0
118383,2018-10-06,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,10.0
118384,2018-10-06,50,Middelburg,NL,Coffee maker,Household appliances electric,Braun,yes,10.0
118386,2023-01-28,188,Dorchester UK,GB,Electric hedge trimmer,Tools electric,Qualcast,yes,10.0
118387,2018-10-06,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
118388,2023-04-29,188,Dorchester UK,GB,Alarm clock radio,Clocks / alarm clocks,Bush,no,10.0
118389,2018-10-06,50,Middelburg,NL,Coffee maker,Household appliances electric,Magimix Nespresso,yes,7.0
118391,2018-09-20,50,Middelburg,NL,Television,Display and sound equipment,Philips,yes,8.0
118393,2018-09-20,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,7.0
118394,2018-09-20,50,Middelburg,NL,Computer,Computer equipment / phones,Lenovo,yes,7.0
118395,2018-09-08,50,Middelburg,NL,Computer,Computer equipment / phones,Unknown/n.a.,yes,7.0
118397,2018-09-08,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
118399,2018-09-08,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118400,2018-09-08,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118401,2018-09-08,50,Middelburg,NL,Saber saw / reciprocating saw,Tools electric,Unknown/n.a.,yes,8.0
118402,2018-09-08,50,Middelburg,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
118403,2018-09-08,50,Middelburg,NL,Brush,Other,Unknown/n.a.,yes,10.0
118404,2018-09-08,50,Middelburg,NL,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,10.0
118405,2018-09-08,50,Middelburg,NL,Radio,Display and sound equipment,Philips,yes,10.0
118406,2018-09-08,50,Middelburg,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,9.0
118408,2018-09-08,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Philips,yes,9.0
118409,2018-06-30,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118410,2018-06-30,50,Middelburg,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,7.0
118411,2018-06-02,50,Middelburg,NL,Printer / scanner,Computer equipment / phones,Canon,yes,8.0
118412,2018-06-02,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118413,2018-06-02,50,Middelburg,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,9.0
118414,2018-06-02,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118415,2018-06-02,50,Middelburg,NL,Electric drill / Power drill,Tools electric,Unknown/n.a.,yes,10.0
118417,2018-06-02,50,Middelburg,NL,Smartphone,Computer equipment / phones,Unknown/n.a.,yes,5.0
118418,2023-05-13,337,Eindhoven-Tongelre,NL,Vacuum cleaner,Household appliances electric,Miele,yes,10.0
118419,2023-05-13,337,Eindhoven-Tongelre,NL,Vacuum cleaner,Household appliances electric,Philips,yes,8.0
118420,2023-05-13,337,Eindhoven-Tongelre,NL,Coffee maker,Household appliances electric,Philips,half,8.0
118421,2023-05-13,337,Eindhoven-Tongelre,NL,Television,Display and sound equipment,Philips,no,3.0
118422,2023-05-13,337,Eindhoven-Tongelre,NL,Toy dog,Toys non-electric,Unknown/n.a.,no,5.0
118423,2023-05-13,337,Eindhoven-Tongelre,NL,Vacuum cleaner,Household appliances electric,Tiger,no,3.0
118424,2023-05-13,337,Eindhoven-Tongelre,NL,Coffee maker,Household appliances electric,Magimix Nespresso,yes,10.0
118425,2023-05-13,337,Eindhoven-Tongelre,NL,Citrus press,Household appliances electric,Krups,no,3.0
118426,2023-05-13,337,Eindhoven-Tongelre,NL,Electric brushcutter,Tools electric,Top garden,no,2.0
118427,2023-05-13,337,Eindhoven-Tongelre,NL,Sandwich maker,Household appliances electric,Grundig,yes,9.0
118428,2018-06-02,50,Middelburg,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,9.0
118429,2018-06-02,50,Middelburg,NL,Stereoset / music centre,Display and sound equipment,JVC,half,10.0
118430,2018-06-02,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118431,2018-06-02,50,Middelburg,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118432,2018-06-02,50,Middelburg,NL,Television,Display and sound equipment,LG,yes,9.0
118433,2018-06-02,50,Middelburg,NL,Sewing machine,Household appliances electric,Unknown/n.a.,yes,10.0
118434,2023-05-25,578,Bad Salzdetfurth,DE,Smartphone,Computer equipment / phones,Nokia,half,7.0
118435,2023-05-25,578,Bad Salzdetfurth,DE,Food processor,Household appliances electric,KitchenAid,no,6.0
118436,2018-06-02,50,Middelburg,NL,Radio / amplifier,Display and sound equipment,Unknown/n.a.,yes,6.0
118437,2023-05-25,578,Bad Salzdetfurth,DE,Radio / CD player,Display and sound equipment,Unknown/n.a.,no,5.0
118438,2023-05-25,578,Bad Salzdetfurth,DE,Coffee maker,Household appliances electric,Philips,no,6.0
118439,2018-06-02,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Electrolux,half,1.0
118440,2018-06-02,50,Middelburg,NL,Computer,Computer equipment / phones,Unknown/n.a.,yes,6.0
118441,2018-06-02,50,Middelburg,NL,Coffee maker,Household appliances electric,Tristar,yes,10.0
118442,2018-06-02,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Philips,yes,6.0
118444,2018-06-02,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Miele,yes,10.0
118445,2018-06-02,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,7.0
118446,2018-06-02,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118447,2018-06-02,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Nilfisk,yes,6.0
118448,2018-06-02,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Ikea,yes,8.0
118449,2018-06-02,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Bosch,yes,9.0
118450,2018-06-02,50,Middelburg,NL,Bicycle / Bike,Bicycles,Peugeot,yes,7.0
118451,2018-06-02,50,Middelburg,NL,Dress,Textile,Unknown/n.a.,yes,10.0
118453,2018-05-17,50,Middelburg,NL,CD / Cassette player,Display and sound equipment,Sony,yes,8.0
118454,2018-05-17,50,Middelburg,NL,Ladyshave,Household appliances electric,Unknown/n.a.,yes,10.0
118459,2018-05-17,50,Middelburg,NL,Electric lawnmower,Tools electric,Unknown/n.a.,yes,8.0
118460,2018-05-17,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118461,2018-05-17,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118462,2018-05-17,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118463,2018-05-17,50,Middelburg,NL,Tablet,Computer equipment / phones,Unknown/n.a.,yes,8.0
118464,2018-05-17,50,Middelburg,NL,Coffee maker,Household appliances electric,Princess,yes,8.0
118465,2018-05-17,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Miele,yes,10.0
118466,2018-05-17,50,Middelburg,NL,Toy plane,Toys non-electric,Unknown/n.a.,yes,10.0
118467,2018-05-17,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Proxxon,half,10.0
118468,2018-04-07,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
118469,2018-04-07,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,7.0
118470,2018-04-07,50,Middelburg,NL,Citrus press,Household appliances electric,Unknown/n.a.,yes,9.0
118471,2018-04-07,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
118472,2018-04-07,50,Middelburg,NL,Steam cleaner,Household appliances electric,Unknown/n.a.,yes,9.0
118473,2018-04-07,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,9.0
118474,2023-05-12,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,half,10.0
118476,2018-04-07,50,Middelburg,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,10.0
118477,2018-04-07,50,Middelburg,NL,Chair,Furniture,Unknown/n.a.,yes,8.0
118478,2018-04-07,50,Middelburg,NL,Pressure cooker,Household appliances non-electric,BK,yes,8.0
118481,2018-04-07,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118482,2018-04-07,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118484,2018-04-07,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,10.0
118485,2018-04-07,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
118486,2018-04-07,50,Middelburg,NL,Charger (battery / power supply),Tools electric,Unknown/n.a.,yes,7.0
118487,2018-03-22,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,7.0
118489,2018-03-22,50,Middelburg,NL,Radio / CD / cassette player,Display and sound equipment,Philips,yes,8.0
118490,2018-03-22,50,Middelburg,NL,Coffee maker,Household appliances electric,Tristar,yes,8.0
118491,2018-03-22,50,Middelburg,NL,Dvd / cd player,Display and sound equipment,JVC,yes,8.0
118492,2018-03-22,50,Middelburg,NL,Dvd / cd player,Display and sound equipment,Unknown/n.a.,yes,10.0
118493,2023-05-05,26,Eindhoven-Woensel,NL,Breast pump,Household appliances electric,Elvie,half,7.0
118494,2023-05-05,26,Eindhoven-Woensel,NL,Dimmer,Household appliances electric,Capax,no,9.0
118495,2023-05-05,26,Eindhoven-Woensel,NL,Massage equipment / Massager,Household appliances electric,Unknown/n.a.,yes,6.0
118496,2023-05-05,26,Eindhoven-Woensel,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,8.0
118497,2023-05-05,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
118506,2023-05-20,227,Rugby,GB,Clock,Clocks / alarm clocks,Guinness & Co,yes,10.0
118508,2023-05-21,493,Oosterbeek,NL,Juice extractor / Juicer,Household appliances electric,Bifinett,yes,6.0
118509,2023-05-05,26,Eindhoven-Woensel,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,no,4.0
118510,2023-05-05,26,Eindhoven-Woensel,NL,Slide projector / Dia viewer,Display and sound equipment,Leitz,yes,5.0
118511,2023-05-05,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Bosch,yes,5.0
118512,2023-05-05,26,Eindhoven-Woensel,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,no,5.0
118513,2023-05-05,26,Eindhoven-Woensel,NL,LED lamp,Household appliances electric,Unknown/n.a.,yes,7.0
118514,2023-05-05,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,half,8.0
118515,2023-05-05,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,yes,8.0
118516,2023-05-05,26,Eindhoven-Woensel,NL,Clipper / trimmer,Household appliances electric,Remington,yes,9.0
118520,2023-04-28,26,Eindhoven-Woensel,NL,Hair dryer,Household appliances electric,Rowenta,half,6.0
118521,2023-04-28,26,Eindhoven-Woensel,NL,LED lamp,Household appliances electric,Unknown/n.a.,half,8.0
118522,2023-04-28,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,half,7.0
118523,2023-04-28,26,Eindhoven-Woensel,NL,Doll's pram,Toys non-electric,Bayer Design,yes,10.0
118524,2023-04-28,26,Eindhoven-Woensel,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,9.0
118525,2023-04-28,26,Eindhoven-Woensel,NL,Electric lawnmower,Tools electric,Unknown/n.a.,yes,7.0
118526,2023-04-28,26,Eindhoven-Woensel,NL,Upright vacuum cleaner,Household appliances electric,Philips,yes,3.0
118527,2023-04-28,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,yes,8.0
118528,2023-04-28,26,Eindhoven-Woensel,NL,Clipper / trimmer,Household appliances electric,Philips,no,5.0
118529,2023-04-28,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Siemens,half,6.0
118530,2023-04-28,26,Eindhoven-Woensel,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,half,1.0
118531,2023-04-28,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,5.0
118532,2023-04-28,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Bosch,yes,6.0
118533,2023-04-28,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,no,8.0
118534,2023-04-21,26,Eindhoven-Woensel,NL,Toy angel,Toys non-electric,Unknown/n.a.,half,5.0
118535,2023-04-21,26,Eindhoven-Woensel,NL,Tuner / CD player,Display and sound equipment,Denver,yes,8.0
118536,2023-05-20,381,Saint Vivien 17220,FR,Inflator / Air pump,Other,Unknown/n.a.,half,3.0
118537,2023-04-21,26,Eindhoven-Woensel,NL,Sewing machine,Household appliances electric,PowerPlus,no,5.0
118538,2023-05-21,493,Oosterbeek,NL,Coffee maker,Household appliances electric,WMF,no,2.0
118539,2023-04-21,26,Eindhoven-Woensel,NL,Amplifier,Display and sound equipment,Bose,half,5.0
118540,2023-04-21,26,Eindhoven-Woensel,NL,Tuner / CD player,Display and sound equipment,Marantz,half,4.0
118541,2019-08-22,50,Middelburg,NL,Angle grinder / Disc cutter,Tools electric,Skil,yes,7.0
118542,2023-04-21,26,Eindhoven-Woensel,NL,Tuner / CD player,Display and sound equipment,Philips,no,5.0
118543,2023-04-21,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Nespresso,no,7.0
118544,2023-05-21,493,Oosterbeek,NL,Solar lamp,Household appliances electric,Unknown/n.a.,no,6.0
118545,2023-04-21,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Nespresso,no,9.0
118546,2023-04-16,513,Central Arkansas,US,Personal scales,Household appliances electric,Unknown/n.a.,yes,10.0
118547,2023-06-03,433,Papendrecht,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,9.0
118548,2023-06-03,433,Papendrecht,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,yes,7.0
118549,2023-06-03,433,Papendrecht,NL,Handheld vacuum cleaner,Household appliances electric,Unknown/n.a.,no,6.0
118550,2023-06-03,433,Papendrecht,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,yes,7.0
118551,2023-06-03,433,Papendrecht,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,no,6.0
118552,2023-06-03,433,Papendrecht,NL,Jeans,Textile,Unknown/n.a.,no,1.0
118555,2023-06-03,433,Papendrecht,NL,Table,Furniture,Unknown/n.a.,yes,5.0
118556,2023-06-03,433,Papendrecht,NL,Sewing machine,Household appliances electric,Pfaff,yes,5.0
118557,2023-06-03,433,Papendrecht,NL,Controller,Computer equipment / phones,Unknown/n.a.,no,8.0
118558,2023-06-03,433,Papendrecht,NL,Handheld vacuum cleaner,Household appliances electric,Unknown/n.a.,no,8.0
118559,2023-06-03,433,Papendrecht,NL,Air fryer,Household appliances electric,Unknown/n.a.,yes,9.0
118560,2023-06-03,433,Papendrecht,NL,Weather station,Other,Unknown/n.a.,yes,8.0
118561,2023-06-03,433,Papendrecht,NL,Radio / CD player,Display and sound equipment,Proline,no,5.0
118562,2023-06-03,433,Papendrecht,NL,Hedge shear / hedge trimmer,Tools electric,Unknown/n.a.,yes,8.0
118563,2023-06-03,433,Papendrecht,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,no,8.0
118564,2023-06-03,433,Papendrecht,NL,Food processor,Household appliances electric,Unknown/n.a.,no,5.0
118565,2023-06-03,433,Papendrecht,NL,Electric drill / Power drill,Tools electric,Unknown/n.a.,yes,10.0
118566,2018-03-10,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118567,2023-06-03,433,Papendrecht,NL,Bracelet,Jewelry,Unknown/n.a.,yes,8.0
118569,2023-06-03,433,Papendrecht,NL,Vacuum cleaner,Household appliances electric,Miele,yes,7.0
118571,2023-06-03,433,Papendrecht,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
118572,2018-03-10,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
118573,2023-06-03,433,Papendrecht,NL,Coffee maker,Household appliances electric,Nespresso,yes,5.0
118574,2018-03-10,50,Middelburg,NL,Hair dryer,Household appliances electric,Unknown/n.a.,yes,10.0
118575,2023-06-03,433,Papendrecht,NL,Toy,Toys non-electric,Unknown/n.a.,yes,5.0
118576,2018-03-10,50,Middelburg,NL,Cd / dvd player,Display and sound equipment,Denon,yes,8.0
118577,2023-06-03,433,Papendrecht,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,yes,7.0
118578,2018-03-10,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
118579,2023-06-03,433,Papendrecht,NL,Charger (battery / power supply),Tools electric,Unknown/n.a.,no,5.0
118580,2018-02-22,50,Middelburg,NL,Fan,Household appliances electric,Unknown/n.a.,yes,10.0
118581,2023-06-03,433,Papendrecht,NL,Radio / tape recorder,Display and sound equipment,Unknown/n.a.,no,2.0
118582,2018-02-22,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,8.0
118583,2018-02-22,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118584,2023-06-03,433,Papendrecht,NL,Radio,Display and sound equipment,Lenco,half,8.0
118585,2023-06-03,433,Papendrecht,NL,Digital photo frame,Display and sound equipment,Kodak,yes,7.0
118586,2018-02-22,50,Middelburg,NL,Mixer / Blender,Household appliances electric,Bestron,yes,9.0
118587,2023-06-03,433,Papendrecht,NL,Sander,Tools electric,Unknown/n.a.,half,7.0
118588,2018-02-22,50,Middelburg,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,7.0
118590,2018-02-22,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,9.0
118591,2023-06-03,433,Papendrecht,NL,Fan,Household appliances electric,Unknown/n.a.,half,5.0
118592,2018-02-22,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
118593,2023-06-03,433,Papendrecht,NL,Hedge shear / hedge trimmer,Tools electric,Unknown/n.a.,yes,8.0
118594,2018-02-22,50,Middelburg,NL,Television,Display and sound equipment,LG,yes,8.0
118613,2023-02-11,338,High Wycombe,GB,Coffee maker,Household appliances electric,Nespresso,half,3.0
118614,2023-02-11,338,High Wycombe,GB,Backpack / Rucksack,Textile,Unknown/n.a.,yes,6.0
