,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
118615,2023-02-11,338,High Wycombe,GB,Bag,Textile,Unknown/n.a.,yes,7.0
118616,2023-02-11,338,High Wycombe,GB,Air fryer,Household appliances electric,Unknown/n.a.,yes,8.0
118619,2018-02-10,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
118620,2023-02-11,338,High Wycombe,GB,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118621,2018-02-10,50,Middelburg,NL,Iron,Household appliances electric,Tefal,yes,9.0
118622,2023-02-11,338,High Wycombe,GB,Ceramics / glass object,Other,Unknown/n.a.,yes,6.0
118623,2018-02-10,50,Middelburg,NL,Coffee maker,Household appliances electric,Moulinex,yes,10.0
118624,2018-02-10,50,Middelburg,NL,Tuner / amplifier / receiver,Display and sound equipment,Unknown/n.a.,yes,10.0
118625,2018-02-10,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118626,2018-02-10,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118628,2018-02-10,50,Middelburg,NL,Laptop,Computer equipment / phones,Dell,yes,10.0
118629,2018-02-10,50,Middelburg,NL,Computer,Computer equipment / phones,Toshiba,yes,7.0
118630,2023-02-11,338,High Wycombe,GB,Radio,Display and sound equipment,Unknown/n.a.,yes,5.0
118632,2018-02-10,50,Middelburg,NL,Sewing machine,Household appliances electric,Singer,yes,6.0
118633,2023-02-11,338,High Wycombe,GB,Heater,Household appliances electric,Unknown/n.a.,yes,8.0
118634,2018-02-10,50,Middelburg,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,10.0
118635,2018-02-10,50,Middelburg,NL,Mixer / Blender,Household appliances electric,Tefal,yes,9.0
118637,2018-02-10,50,Middelburg,NL,Dvd / cd player,Display and sound equipment,Denon,yes,7.0
118638,2023-02-11,338,High Wycombe,GB,Remote controlled car,Toys electric,Unknown/n.a.,yes,5.0
118639,2018-02-10,50,Middelburg,NL,Ski suit,Textile,Unknown/n.a.,yes,8.0
118640,2018-02-10,50,Middelburg,NL,Coffee maker,Household appliances electric,Russell Hobbs,yes,9.0
118641,2018-02-02,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118642,2018-02-02,50,Middelburg,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,7.0
118643,2018-02-02,50,Middelburg,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,10.0
118644,2018-02-02,50,Middelburg,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,10.0
118645,2018-02-02,50,Middelburg,NL,Fan heater,Household appliances electric,Tomado,yes,8.0
118646,2018-02-02,50,Middelburg,NL,Backpack / Rucksack,Textile,Unknown/n.a.,yes,9.0
118647,2018-01-13,50,Middelburg,NL,Label printer,Other,Unknown/n.a.,yes,8.0
118648,2018-01-13,50,Middelburg,NL,Stereoset / music centre,Display and sound equipment,Philips,yes,10.0
118649,2018-01-13,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118650,2018-01-13,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
118651,2018-01-13,50,Middelburg,NL,Mixer / Blender,Household appliances electric,Philips,yes,9.0
118652,2018-01-13,50,Middelburg,NL,Sewing machine,Household appliances electric,Unknown/n.a.,yes,6.0
118653,2018-01-13,50,Middelburg,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,10.0
118654,2018-01-13,50,Middelburg,NL,Sewing machine,Household appliances electric,Singer,yes,10.0
118655,2018-01-13,50,Middelburg,NL,Handheld vacuum cleaner,Household appliances electric,Quigg,yes,9.0
118656,2018-01-13,50,Middelburg,NL,Toy,Toys electric,Unknown/n.a.,yes,9.0
118657,2018-01-13,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
118658,2018-01-13,50,Middelburg,NL,Walkman,Display and sound equipment,Unknown/n.a.,yes,10.0
118660,2018-01-13,50,Middelburg,NL,Time switch / Timer,Household appliances electric,QuickMill,yes,10.0
118661,2018-01-13,50,Middelburg,NL,Stereoset / music centre,Display and sound equipment,JVC,yes,9.0
118666,2018-01-13,50,Middelburg,NL,Cabinet,Furniture,Unknown/n.a.,yes,9.0
118667,2018-01-13,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118669,2023-06-04,411,Utrecht-Merwede,NL,Bell,Other,Unknown/n.a.,yes,9.0
118670,2023-06-04,411,Utrecht-Merwede,NL,Night light,Household appliances electric,Unknown/n.a.,yes,10.0
118671,2023-06-04,411,Utrecht-Merwede,NL,Thermometer,Other,Unknown/n.a.,yes,10.0
118672,2023-06-04,411,Utrecht-Merwede,NL,Chair,Furniture,Unknown/n.a.,yes,10.0
118673,2023-06-04,411,Utrecht-Merwede,NL,Beard trimmer,Household appliances electric,Babyliss,yes,9.0
118674,2023-06-04,411,Utrecht-Merwede,NL,Ladyshave,Household appliances electric,Braun,yes,9.0
118675,2023-06-04,411,Utrecht-Merwede,NL,Pedicure appliance,Household appliances electric,NOVA,yes,9.0
118676,2023-06-04,411,Utrecht-Merwede,NL,Ladyshave,Household appliances electric,Braun,yes,9.0
118677,2023-06-04,411,Utrecht-Merwede,NL,Electric kettle / Electric jug,Household appliances electric,Inventum,no,7.0
118678,2023-06-04,411,Utrecht-Merwede,NL,Coffee maker,Household appliances electric,Krups,no,1.0
118679,2023-06-04,411,Utrecht-Merwede,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,4.0
118680,2023-06-04,411,Utrecht-Merwede,NL,Turntable / record player,Display and sound equipment,Technics,no,8.0
118681,2023-06-04,411,Utrecht-Merwede,NL,Coffee maker,Household appliances electric,Philips,half,9.0
118682,2023-04-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,AEG,half,6.0
118683,2023-04-14,26,Eindhoven-Woensel,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,no,6.0
118684,2023-04-14,26,Eindhoven-Woensel,NL,Hair dryer,Household appliances electric,Philips,no,1.0
118685,2023-04-14,26,Eindhoven-Woensel,NL,Tuner / CD player,Display and sound equipment,Philips,yes,5.0
118686,2023-04-14,26,Eindhoven-Woensel,NL,Ventilation system / extractor system,Household appliances electric,Orcon,yes,9.0
118687,2023-04-14,26,Eindhoven-Woensel,NL,Game console,Toys electric,Logitech,yes,7.0
118688,2023-04-14,26,Eindhoven-Woensel,NL,Doll,Toys non-electric,Unknown/n.a.,yes,5.0
118689,2023-04-14,26,Eindhoven-Woensel,NL,Electric kettle / Electric jug,Household appliances electric,Watshome,yes,7.0
118690,2023-04-14,26,Eindhoven-Woensel,NL,Headphones,Display and sound equipment,Sennheiser,yes,7.0
118691,2023-04-14,26,Eindhoven-Woensel,NL,Toaster,Household appliances electric,Philips,no,1.0
118692,2023-04-14,26,Eindhoven-Woensel,NL,Turntable / record player,Display and sound equipment,Philips,no,8.0
118693,2023-04-14,26,Eindhoven-Woensel,NL,Tuner / CD player,Display and sound equipment,Marantz,half,3.0
118694,2023-04-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,half,5.0
118695,2023-04-14,26,Eindhoven-Woensel,NL,Saber saw / reciprocating saw,Tools electric,Parkside,yes,8.0
118696,2023-04-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups,no,1.0
118697,2023-04-07,26,Eindhoven-Woensel,NL,Microwave,Household appliances electric,Sharp,yes,2.0
118698,2023-04-07,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Nespresso,yes,9.0
118699,2023-04-07,26,Eindhoven-Woensel,NL,Electric drill / Power drill,Tools electric,Bosch,no,5.0
118700,2023-04-07,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,half,10.0
118701,2023-04-07,26,Eindhoven-Woensel,NL,Hammer drill,Tools electric,Meister,yes,7.0
118702,2023-04-07,26,Eindhoven-Woensel,NL,Photo camera,Display and sound equipment,Velleman,yes,9.0
118703,2023-04-07,26,Eindhoven-Woensel,NL,Toy rooster,Toys electric,Unknown/n.a.,half,5.0
118704,2023-04-07,26,Eindhoven-Woensel,NL,Laptop,Computer equipment / phones,Asus,no,6.0
118705,2023-04-07,26,Eindhoven-Woensel,NL,Angle grinder / Disc cutter,Tools electric,Metabo,half,8.0
118706,2023-04-07,26,Eindhoven-Woensel,NL,Radiant heater,Household appliances electric,Intergamma,yes,7.0
118707,2023-06-02,374,Zwolle Stadkamer,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118708,2023-06-02,374,Zwolle Stadkamer,NL,Paper shredder,Household appliances electric,Unknown/n.a.,yes,6.0
118709,2023-06-02,374,Zwolle Stadkamer,NL,Printer,Computer equipment / phones,Canon,no,3.0
118710,2023-06-02,374,Zwolle Stadkamer,NL,Wii,Toys electric,Wii,yes,10.0
118711,2019-10-05,50,Middelburg,NL,Sewing machine,Household appliances electric,Pfaff,yes,3.0
118712,2023-06-02,374,Zwolle Stadkamer,NL,CD player / recorder,Display and sound equipment,JVC,no,2.0
118713,2023-06-02,374,Zwolle Stadkamer,NL,Computer mouse,Computer equipment / phones,Unknown/n.a.,yes,10.0
118714,2019-10-05,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,7.0
118715,2023-06-02,374,Zwolle Stadkamer,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,10.0
118716,2019-10-05,50,Middelburg,NL,Air fryer,Household appliances electric,Tristar,yes,10.0
118717,2023-03-31,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Bosch,yes,8.0
118718,2023-06-02,374,Zwolle Stadkamer,NL,Dress,Textile,Unknown/n.a.,yes,10.0
118720,2023-03-31,26,Eindhoven-Woensel,NL,Microwave oven,Household appliances electric,Sharp,half,6.0
118721,2023-06-02,374,Zwolle Stadkamer,NL,LED candle,Household appliances electric,Unknown/n.a.,yes,10.0
118722,2019-10-05,50,Middelburg,NL,Juice extractor / Juicer,Household appliances electric,Bomann,yes,8.0
118723,2023-03-31,26,Eindhoven-Woensel,NL,Radio,Display and sound equipment,Philips,no,5.0
118724,2023-06-02,374,Zwolle Stadkamer,NL,Garden tools,Tools non-electric,Unknown/n.a.,yes,10.0
118725,2019-10-05,50,Middelburg,NL,Fan,Household appliances electric,Itho Daalderop,half,6.0
118726,2023-03-31,26,Eindhoven-Woensel,NL,Amplifier,Display and sound equipment,Unknown/n.a.,yes,9.0
118727,2023-06-02,374,Zwolle Stadkamer,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,10.0
118728,2019-10-05,50,Middelburg,NL,Multitool,Tools electric,Parkside,yes,6.0
118729,2023-03-31,26,Eindhoven-Woensel,NL,Electric cool box,Household appliances electric,Mobicool,no,9.0
118731,2023-03-31,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Dyson,no,1.0
118732,2023-06-02,374,Zwolle Stadkamer,NL,Fan,Household appliances electric,Quigg,yes,10.0
118733,2023-03-31,26,Eindhoven-Woensel,NL,Smoothie maker,Household appliances electric,GOURMETmaxx,no,6.0
118734,2019-10-05,50,Middelburg,NL,Iron,Household appliances electric,Philips,yes,7.0
118735,2023-03-31,26,Eindhoven-Woensel,NL,Multimeter,Tools electric,Powerfix,no,4.0
118736,2023-06-02,374,Zwolle Stadkamer,NL,Electric drill / Power drill,Tools electric,AEG,yes,10.0
118737,2019-10-05,50,Middelburg,NL,Walkman,Display and sound equipment,Sony,yes,10.0
118738,2023-03-31,26,Eindhoven-Woensel,NL,Floor cleaner,Household appliances electric,Unknown/n.a.,yes,9.0
118739,2023-06-02,374,Zwolle Stadkamer,NL,Humidifier,Household appliances electric,Qumax,yes,10.0
118740,2023-03-31,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Braun,yes,7.0
118741,2019-10-05,50,Middelburg,NL,Tablet,Computer equipment / phones,Samsung,yes,7.0
118742,2023-03-31,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,6.0
118743,2023-06-02,374,Zwolle Stadkamer,NL,Coffee maker,Household appliances electric,Philips,half,10.0
118744,2023-03-31,26,Eindhoven-Woensel,NL,Radio,Display and sound equipment,Denver,yes,9.0
118745,2023-03-31,26,Eindhoven-Woensel,NL,Angle grinder / Disc cutter,Tools electric,Metabo,no,8.0
118746,2023-06-02,374,Zwolle Stadkamer,NL,Electric drill / Power drill,Tools electric,Makita,yes,10.0
118747,2023-03-31,26,Eindhoven-Woensel,NL,Electric kettle / Electric jug,Household appliances electric,Philips,no,6.0
118748,2023-03-31,26,Eindhoven-Woensel,NL,Table lamp,Household appliances electric,Sencys,yes,5.0
118749,2023-06-02,374,Zwolle Stadkamer,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118750,2023-06-02,374,Zwolle Stadkamer,NL,Radio / CD player,Display and sound equipment,Panasonic,half,3.0
118751,2023-03-31,26,Eindhoven-Woensel,NL,Tuner / amplifier / CD player,Display and sound equipment,Philips,yes,8.0
118752,2023-03-31,26,Eindhoven-Woensel,NL,Multitool,Tools electric,Duro Pro,no,6.0
118753,2023-06-02,374,Zwolle Stadkamer,NL,Iron,Household appliances electric,Bosch,half,7.0
118754,2023-03-24,26,Eindhoven-Woensel,NL,Printer,Computer equipment / phones,Canon,yes,10.0
118755,2023-06-02,374,Zwolle Stadkamer,NL,Extension cord,Other,Unknown/n.a.,yes,10.0
118756,2023-03-24,26,Eindhoven-Woensel,NL,Circular saw,Tools electric,Faust,no,5.0
118757,2023-03-24,26,Eindhoven-Woensel,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,9.0
118758,2023-06-02,374,Zwolle Stadkamer,NL,Television with DVD player,Display and sound equipment,Akai,no,10.0
118759,2023-03-24,26,Eindhoven-Woensel,NL,Electric window wiper,Household appliances electric,Tomado,yes,3.0
118760,2023-03-24,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,half,1.0
118762,2023-06-04,374,Zwolle Stadkamer,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118763,2023-03-24,26,Eindhoven-Woensel,NL,Stick mixer / Hand blender,Household appliances electric,Bosch,no,5.0
118764,2023-03-24,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Krups Nespresso,no,5.0
118765,2023-03-24,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Hyundai,no,9.0
118766,2023-03-24,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,SilverCrest,yes,5.0
118768,2019-11-30,50,Middelburg,NL,Stick mixer / Hand blender,Household appliances electric,Philips,yes,8.0
118769,2019-11-30,50,Middelburg,NL,Air fryer,Household appliances electric,Tefal,yes,9.0
118772,2019-11-30,50,Middelburg,NL,Screw drill,Tools electric,Makita,yes,8.0
118773,2019-11-30,50,Middelburg,NL,Shirt (dress shirt),Textile,Unknown/n.a.,yes,8.0
118774,2019-11-30,50,Middelburg,NL,Angle grinder / Disc cutter,Tools electric,Bosch,yes,10.0
118775,2019-11-30,50,Middelburg,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,8.0
118777,2019-11-30,50,Middelburg,NL,Bicycle computer,Computer equipment / phones,Unknown/n.a.,yes,10.0
118778,2019-11-30,50,Middelburg,NL,Bicycle / Bike,Bicycles,Cortina,half,10.0
118779,2019-11-30,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118780,2019-11-30,50,Middelburg,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118782,2019-11-30,50,Middelburg,NL,Turntable / record player,Display and sound equipment,Philips,yes,7.0
118785,2019-11-30,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118786,2019-11-30,50,Middelburg,NL,Hard disk,Computer equipment / phones,Unknown/n.a.,half,4.0
118787,2019-11-30,50,Middelburg,NL,Radio / CD player,Display and sound equipment,Sony,yes,10.0
118788,2019-11-30,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
118789,2019-11-30,50,Middelburg,NL,Brooch,Jewelry,Unknown/n.a.,yes,8.0
118790,2019-11-30,50,Middelburg,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,10.0
118791,2019-11-30,50,Middelburg,NL,Rollator / Mobility walker,Other,Unknown/n.a.,yes,8.0
118793,2019-11-30,50,Middelburg,NL,Jigsaw tool,Tools electric,Bosch,yes,9.0
118796,2019-11-30,50,Middelburg,NL,Table lamp,Household appliances electric,YI Liang lightning,yes,8.0
118797,2019-11-30,50,Middelburg,NL,Coffee maker,Household appliances electric,Philips,yes,7.0
118798,2019-11-30,50,Middelburg,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
118799,2019-11-30,50,Middelburg,NL,Grow light,Household appliances electric,Unknown/n.a.,yes,10.0
118800,2019-11-30,50,Middelburg,NL,Laptop,Computer equipment / phones,Samsung,yes,9.0
118801,2019-11-30,50,Middelburg,NL,Amplifier,Display and sound equipment,Sony,yes,6.0
118803,2019-11-30,50,Middelburg,NL,Tuner / amplifier / cassette deck,Display and sound equipment,Sony,half,9.0
118806,2023-06-03,47,Twello,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
118807,2023-06-03,47,Twello,NL,Sports shirt,Textile,Unknown/n.a.,yes,8.0
118808,2023-06-03,47,Twello,NL,Sewing machine,Household appliances electric,Brother,yes,6.0
118809,2023-06-03,47,Twello,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,no,4.0
118810,2023-06-03,47,Twello,NL,Printer,Computer equipment / phones,Epson,yes,8.0
118811,2023-06-03,47,Twello,NL,Tuner / amplifier / CD player,Display and sound equipment,Unknown/n.a.,half,7.0
118812,2023-06-03,47,Twello,NL,Screw drill,Tools electric,Bosch,yes,9.0
118813,2023-06-03,47,Twello,NL,Printer,Computer equipment / phones,Canon,no,4.0
118814,2023-06-03,47,Twello,NL,Massage equipment / Massager,Household appliances electric,Unknown/n.a.,no,7.0
118815,2023-06-03,47,Twello,NL,Sewing machine,Household appliances electric,Bernina,half,5.0
118816,2023-06-03,47,Twello,NL,Speaker,Display and sound equipment,Unknown/n.a.,no,5.0
118817,2023-06-03,47,Twello,NL,Turntable / record player,Display and sound equipment,Unknown/n.a.,half,9.0
118818,2023-06-03,47,Twello,NL,Stick mixer / Hand blender,Household appliances electric,Princess,no,4.0
118819,2023-06-03,47,Twello,NL,Radio,Display and sound equipment,Unknown/n.a.,yes,5.0
118820,2023-06-03,47,Twello,NL,Coffee maker,Household appliances electric,Krups,no,5.0
118821,2023-06-03,47,Twello,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,no,6.0
118822,2023-06-03,47,Twello,NL,Radio,Display and sound equipment,Grundig,yes,5.0
118823,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Hedge shear / hedge trimmer,Tools electric,Central Park,yes,5.0
118824,2023-06-03,47,Twello,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,yes,9.0
118825,2023-06-03,47,Twello,NL,Table grill,Household appliances electric,Unknown/n.a.,yes,7.0
118826,2023-06-03,47,Twello,NL,Vacuum cleaner,Household appliances electric,Miele,yes,6.0
118827,2023-06-03,47,Twello,NL,Milk frother,Household appliances electric,Blokker,no,4.0
118828,2023-06-03,47,Twello,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,9.0
118829,2023-06-03,47,Twello,NL,Coffee maker,Household appliances electric,Saeco,no,5.0
118830,2023-06-03,47,Twello,NL,Amplifier,Display and sound equipment,Pioneer,no,7.0
118831,2023-06-03,47,Twello,NL,Radio,Display and sound equipment,Philips,yes,6.0
118832,2023-06-03,47,Twello,NL,Electric knife,Household appliances electric,Tristar,no,3.0
118833,2023-06-03,47,Twello,NL,Coffee maker,Household appliances electric,Dolce gusto,no,2.0
118834,2023-06-03,47,Twello,NL,Strimmer,Tools electric,Unknown/n.a.,yes,6.0
118835,2023-06-03,47,Twello,NL,Vacuum cleaner,Household appliances electric,Miele,no,5.0
118836,2023-06-03,47,Twello,NL,Amplifier,Display and sound equipment,Canton,no,5.0
118837,2023-06-03,47,Twello,NL,Vacuum cleaner,Household appliances electric,Miele,yes,5.0
118839,2023-06-03,47,Twello,NL,Tape recorder,Display and sound equipment,Philips,no,7.0
118840,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Display / Monitor,Display and sound equipment,Acer,yes,3.0
118841,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Battery block,Other,LG,no,5.0
118842,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Batavus,no,4.0
118843,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Sparta,yes,7.0
118844,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Grill oven,Household appliances electric,Koenic,no,5.0
118845,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Sewing machine,Household appliances electric,Pfaff,no,4.0
118846,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Stella,no,5.0
118847,2023-06-03,460,Kirchzarten,DE,Stick mixer / Hand blender,Household appliances electric,WMF,yes,4.0
118848,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Screw drill,Tools electric,Bosch,yes,10.0
118849,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Toy,Toys electric,Unknown/n.a.,yes,8.0
118850,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Toy car,Toys electric,Playmobil,no,5.0
118851,2023-06-03,460,Kirchzarten,DE,Amplifier,Display and sound equipment,Unknown/n.a.,yes,6.0
118852,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Robotic vacuum cleaner,Household appliances electric,Ecovacs,no,9.0
118853,2023-06-03,41,Utrecht-Leidsche Rijn,NL,Vacuum cleaner,Household appliances electric,Miele,yes,9.0
