index,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
47440,2024-10-19,753,Romeoville IL,US,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
47441,2024-10-19,753,Romeoville IL,US,Cushion / pillow,Textile,Unknown/n.a.,yes,8.0
47442,2024-10-19,753,Romeoville IL,US,Shorts,Textile,Unknown/n.a.,yes,8.0
47443,2024-10-19,753,Romeoville IL,US,Trousers / pants,Textile,Unknown/n.a.,yes,3.0
47444,2024-10-19,753,Romeoville IL,US,Bicycle / Bike,Bicycles,Avalon,yes,9.0
47445,2024-10-19,753,Romeoville IL,US,Radio / CD player,Display and sound equipment,Bose,yes,10.0
47446,2024-10-19,753,Romeoville IL,US,Radio / CD player,Display and sound equipment,Sony,yes,6.0
47447,2024-10-19,753,Romeoville IL,US,Table lamp,Household appliances electric,Philips,half,5.0
47448,2024-10-19,753,Romeoville IL,US,Microwave,Household appliances electric,Panasonic,half,7.0
47449,2024-10-19,753,Romeoville IL,US,Paper shredder,Household appliances electric,Champion,half,5.0
47450,2024-10-19,753,Romeoville IL,US,Wine cooler,Household appliances electric,Team Kalorik,half,5.0
47451,2024-10-19,753,Romeoville IL,US,Dress,Textile,Unknown/n.a.,yes,10.0
47452,2024-10-19,753,Romeoville IL,US,Typewriter,Household appliances non-electric,Royal,half,8.0
47453,2024-10-19,753,Romeoville IL,US,Picture frame / Photo frame,Other,Unknown/n.a.,yes,8.0
47454,2024-10-19,753,Romeoville IL,US,Ceramics / glass object,Other,Unknown/n.a.,yes,10.0
47455,2024-10-19,753,Romeoville IL,US,Ceramics / glass object,Other,Unknown/n.a.,yes,10.0
47456,2024-10-19,753,Romeoville IL,US,Computer,Computer equipment / phones,Unknown/n.a.,half,4.0
47457,2024-10-19,799,Éguilles,FR,E-bike,Bicycles,Decathlon,half,1.0
47458,2024-10-19,753,Romeoville IL,US,Jewelry,Jewelry,Unknown/n.a.,yes,10.0
47459,2024-10-19,799,Éguilles,FR,Laptop,Computer equipment / phones,Acer,half,10.0
47460,2024-10-19,753,Romeoville IL,US,Bicycle / Bike,Bicycles,Trek,yes,7.0
47461,2024-10-19,753,Romeoville IL,US,Jewelry,Jewelry,Unknown/n.a.,yes,10.0
47462,2024-10-19,799,Éguilles,FR,Pressure cooker,Household appliances electric,Moulinex,yes,10.0
47463,2024-10-19,799,Éguilles,FR,Blood pressure monitor,Tools electric,Predictor,yes,8.0
47464,2024-10-19,753,Romeoville IL,US,Bicycle / Bike,Bicycles,Terry,yes,6.0
47465,2024-10-19,753,Romeoville IL,US,Wood product / Wooden object,Furniture,Unknown/n.a.,yes,8.0
47466,2024-10-19,799,Éguilles,FR,Computer mouse,Computer equipment / phones,Logitech,yes,9.0
47467,2024-10-19,753,Romeoville IL,US,Pool filter pump,Household appliances electric,Intex,no,6.0
47468,2024-10-19,673,Deventer,NL,Sewing machine,Household appliances electric,Gritzner,yes,8.0
47469,2024-10-19,753,Romeoville IL,US,Turntable / record player,Display and sound equipment,Victrola,yes,8.0
47470,2024-10-19,753,Romeoville IL,US,Alarm clock radio,Clocks / alarm clocks,RCA,yes,5.0
47471,2024-10-19,673,Deventer,NL,Grinder,Tools electric,Toledo,no,8.0
47472,2024-10-19,753,Romeoville IL,US,Book end,Furniture,Unknown/n.a.,yes,9.0
47473,2024-10-19,673,Deventer,NL,Floor lamp / Standard lamp,Household appliances electric,Jing Neng,no,6.0
47474,2024-10-19,753,Romeoville IL,US,Rocking chair,Furniture,Unknown/n.a.,half,1.0
47475,2024-10-19,753,Romeoville IL,US,Bra,Textile,Unknown/n.a.,yes,2.0
47476,2024-10-19,673,Deventer,NL,Sandwich maker,Household appliances electric,Tefal,yes,9.0
47477,2024-10-19,753,Romeoville IL,US,Toaster,Household appliances electric,Sunbeam,no,6.0
47478,2024-10-19,793,Jyväskylä,FI,Sewing machine,Household appliances electric,Janome,yes,9.0
47479,2024-10-19,673,Deventer,NL,Sandwich maker,Household appliances electric,Tefal,yes,9.0
47480,2024-10-19,673,Deventer,NL,Teamaker / Tea maker / Teasmade,Household appliances electric,Karaca,no,6.0
47481,2024-10-19,793,Jyväskylä,FI,Bed,Furniture,Unknown/n.a.,yes,6.0
47482,2024-10-05,711,Muizon - Agenda21 Terres de Vesle,FR,Ceiling lamp,Household appliances electric,Unknown/n.a.,no,5.0
47483,2024-10-19,544,Vleuten - De Meern,NL,Photo camera,Display and sound equipment,Unknown/n.a.,half,5.0
47484,2024-10-19,544,Vleuten - De Meern,NL,Laptop,Computer equipment / phones,HP,no,1.0
47485,2024-10-19,544,Vleuten - De Meern,NL,Night light,Household appliances electric,Unknown/n.a.,yes,7.0
47486,2024-10-19,341,Bad Hall,AT,Rotary laundry dryer,Household appliances non-electric,Unknown/n.a.,yes,10.0
47487,2024-10-19,744,l'Amarre Toulon,FR,Microwave,Household appliances electric,Faure,half,5.0
47488,2024-10-19,744,l'Amarre Toulon,FR,Vacuum cleaner,Household appliances electric,Electrolux,yes,5.0
47489,2024-10-05,711,Muizon - Agenda21 Terres de Vesle,FR,Chainsaw,Tools electric,Sachs Dolmar,yes,5.0
47490,2024-10-05,711,Muizon - Agenda21 Terres de Vesle,FR,Soil cultivator,Tools electric,Ryobi,half,3.0
47491,2024-10-19,793,Jyväskylä,FI,Bicycle basket,Bicycles,Rolektro,yes,8.0
47492,2024-01-06,206,Bellegarde-sur-Valserine,FR,Steam iron / Steam ironing station,Household appliances electric,Unknown/n.a.,no,1.0
47493,2024-01-06,206,Bellegarde-sur-Valserine,FR,Opera glasses / Theatre binoculars,Display and sound equipment,Unknown/n.a.,no,1.0
47494,2024-04-06,206,Bellegarde-sur-Valserine,FR,Vacuum cleaner,Household appliances electric,Rowenta,no,1.0
47495,2024-04-06,206,Bellegarde-sur-Valserine,FR,E-bike,Other,Lejeune,yes,8.0
47496,2024-01-06,206,Bellegarde-sur-Valserine,FR,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,half,6.0
47497,2024-10-19,206,Bellegarde-sur-Valserine,FR,Radio / tape recorder,Display and sound equipment,Panasonic,no,9.0
47498,2024-10-19,206,Bellegarde-sur-Valserine,FR,Zip / Zipper,Textile,Unknown/n.a.,yes,6.0
47499,2024-10-19,206,Bellegarde-sur-Valserine,FR,Cd / dvd player,Display and sound equipment,Sony,yes,10.0
47500,2024-01-06,206,Bellegarde-sur-Valserine,FR,Tuner / CD player,Display and sound equipment,Sony,yes,10.0
47501,2024-10-19,544,Vleuten - De Meern,NL,Necklace / Chain,Jewelry,Unknown/n.a.,yes,10.0
47502,2024-10-19,744,l'Amarre Toulon,FR,Hair dryer,Household appliances electric,Electrolux,yes,8.0
47503,2024-10-19,544,Vleuten - De Meern,NL,Video camera,Display and sound equipment,Sony,half,1.0
47504,2024-01-05,206,Bellegarde-sur-Valserine,FR,Iron,Household appliances electric,Bosch,no,5.0
47505,2024-01-05,206,Bellegarde-sur-Valserine,FR,Window wiper,Household appliances electric,Kärcher,yes,4.0
47506,2024-10-19,544,Vleuten - De Meern,NL,Clipper / trimmer,Household appliances electric,Tristar,no,1.0
47507,2024-01-05,206,Bellegarde-sur-Valserine,FR,Window wiper,Household appliances electric,Kärcher,half,4.0
47508,2024-10-19,341,Bad Hall,AT,Robot window cleaner,Household appliances electric,Unknown/n.a.,yes,10.0
47509,2024-01-06,206,Bellegarde-sur-Valserine,FR,Microwave,Household appliances electric,Daewoo,no,7.0
47510,2024-01-06,206,Bellegarde-sur-Valserine,FR,Coffee maker,Household appliances electric,Unknown/n.a.,no,5.0
47511,2024-01-06,206,Bellegarde-sur-Valserine,FR,Laptop,Computer equipment / phones,Google Asus,yes,7.0
47512,2024-04-06,206,Bellegarde-sur-Valserine,FR,Vacuum cleaner,Household appliances electric,Festool,half,5.0
47513,2024-04-06,206,Bellegarde-sur-Valserine,FR,Coffee maker,Household appliances electric,Bosch,yes,7.0
47514,2024-10-19,485,Izegem,BE,Extension cord,Other,Unknown/n.a.,yes,2.0
47515,2024-10-19,544,Vleuten - De Meern,NL,Toaster,Household appliances electric,Princess,yes,5.0
47516,2024-04-06,206,Bellegarde-sur-Valserine,FR,E-bike,Bicycles,Diamant,yes,8.0
47517,2024-10-19,544,Vleuten - De Meern,NL,Jeans,Textile,Unknown/n.a.,yes,9.0
47518,2024-04-06,206,Bellegarde-sur-Valserine,FR,Perforator / Hole punch,Other,Bosch,half,6.0
47519,2024-04-06,206,Bellegarde-sur-Valserine,FR,Grill and raclette machine,Household appliances electric,Tefal,yes,5.0
47520,2024-10-19,793,Jyväskylä,FI,Ice skates,Other,Unknown/n.a.,no,9.0
47521,2024-10-19,544,Vleuten - De Meern,NL,Amplifier,Display and sound equipment,Denon,half,5.0
47522,2024-04-06,206,Bellegarde-sur-Valserine,FR,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,no,4.0
47523,2024-10-19,544,Vleuten - De Meern,NL,Vacuum cleaner,Household appliances electric,Proline,yes,8.0
47524,2024-04-06,206,Bellegarde-sur-Valserine,FR,Diaviewer / Slide viewer,Display and sound equipment,Unknown/n.a.,half,9.0
47525,2024-04-06,206,Bellegarde-sur-Valserine,FR,Coffee maker,Household appliances electric,Jura,yes,9.0
47526,2024-04-06,206,Bellegarde-sur-Valserine,FR,Dvd / video player,Display and sound equipment,Samsung,half,5.0
47527,2024-04-06,206,Bellegarde-sur-Valserine,FR,Laminator,Household appliances electric,Unknown/n.a.,yes,6.0
47528,2024-04-06,206,Bellegarde-sur-Valserine,FR,Remote control,Display and sound equipment,Polaroid,half,7.0
47529,2024-04-06,206,Bellegarde-sur-Valserine,FR,Alarm clock,Clocks / alarm clocks,Unknown/n.a.,yes,5.0
47530,2024-04-06,206,Bellegarde-sur-Valserine,FR,Coffee maker,Household appliances electric,Saeco,yes,9.0
47531,2024-04-06,206,Bellegarde-sur-Valserine,FR,Coffee maker,Household appliances electric,Krups Nespresso,no,7.0
47532,2024-10-19,419,Seyssinet-Pariset,FR,Electric heater / radiator,Household appliances electric,Unknown/n.a.,yes,6.0
47533,2024-04-06,206,Bellegarde-sur-Valserine,FR,Mixer / Blender,Household appliances electric,Mandine,yes,8.0
47534,2024-05-18,206,Bellegarde-sur-Valserine,FR,Game console,Toys electric,Sony,yes,5.0
47535,2024-10-05,217,Exmouth,GB,Table lamp,Household appliances electric,Unknown/n.a.,half,8.0
47536,2024-05-18,206,Bellegarde-sur-Valserine,FR,Laptop,Computer equipment / phones,HP,yes,5.0
47537,2024-10-05,217,Exmouth,GB,Kitchen scales,Household appliances non-electric,Unknown/n.a.,yes,10.0
47538,2024-10-05,217,Exmouth,GB,Desk lamp,Household appliances electric,Anglepoise,yes,7.0
47539,2024-10-05,217,Exmouth,GB,Plant pot,Other,Unknown/n.a.,half,3.0
47540,2024-10-05,217,Exmouth,GB,Coat / Jacket,Textile,Regatta,yes,10.0
47541,2024-10-05,217,Exmouth,GB,Cuckoo clock,Clocks / alarm clocks,Unknown/n.a.,half,7.0
47542,2024-05-18,206,Bellegarde-sur-Valserine,FR,Hair straightener / Hot brush,Household appliances electric,Ghd,no,6.0
47543,2024-05-18,206,Bellegarde-sur-Valserine,FR,Laptop,Computer equipment / phones,Dell,yes,5.0
47544,2024-05-18,206,Bellegarde-sur-Valserine,FR,Paper shredder,Household appliances electric,Unknown/n.a.,yes,5.0
47545,2024-10-05,217,Exmouth,GB,Slide projector / Dia viewer,Display and sound equipment,Reflecta,no,1.0
47546,2024-10-05,217,Exmouth,GB,Extension cord,Other,Unknown/n.a.,no,1.0
47547,2024-09-21,405,Den Dolder,NL,Sewing machine,Household appliances electric,Vendomatic,half,6.0
47548,2024-10-05,217,Exmouth,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,6.0
47549,2024-09-21,405,Den Dolder,NL,Home cinema,Display and sound equipment,Unknown/n.a.,yes,7.0
47550,2024-10-05,217,Exmouth,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,yes,10.0
47551,2024-09-21,405,Den Dolder,NL,Vacuum cleaner,Household appliances electric,Miele,yes,7.0
47552,2024-09-21,405,Den Dolder,NL,Clothing / garment,Textile,Unknown/n.a.,yes,3.0
47553,2024-10-05,217,Exmouth,GB,Garden vacuum,Tools electric,Titan,no,1.0
47554,2024-09-21,405,Den Dolder,NL,Sewing machine,Household appliances electric,Pfaff,yes,3.0
47555,2024-10-05,217,Exmouth,GB,Statue,Other,Unknown/n.a.,half,5.0
47556,2024-09-21,405,Den Dolder,NL,Coffee maker,Household appliances electric,Philips,yes,3.0
47557,2024-10-05,217,Exmouth,GB,Mixer / Blender,Household appliances electric,Kenwood,half,3.0
47558,2024-09-21,405,Den Dolder,NL,Pepper and salt shakers,Household appliances non-electric,Unknown/n.a.,yes,3.0
47559,2024-09-21,405,Den Dolder,NL,Lid,Household appliances non-electric,Unknown/n.a.,yes,3.0
47560,2024-09-21,405,Den Dolder,NL,Bicycle pump / tyre inflator,Bicycles,Unknown/n.a.,yes,3.0
47561,2024-10-19,405,Den Dolder,NL,Computer,Computer equipment / phones,Unknown/n.a.,yes,3.0
47562,2024-09-21,405,Den Dolder,NL,Christmas lights,Other,Unknown/n.a.,yes,3.0
47563,2024-09-21,405,Den Dolder,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,yes,2.0
47564,2024-10-19,338,High Wycombe,GB,Cuddly toy / Stuffed toy / Plushie / Soft toy,Toys non-electric,Unknown/n.a.,yes,10.0
47565,2024-09-21,405,Den Dolder,NL,Toaster,Household appliances electric,Moulinex,no,6.0
47566,2024-09-21,405,Den Dolder,NL,Toaster,Household appliances electric,Unknown/n.a.,no,2.0
47567,2024-10-19,338,High Wycombe,GB,Blouse,Textile,Unknown/n.a.,yes,10.0
47568,2024-10-19,338,High Wycombe,GB,Sewing machine,Household appliances electric,Toyota,half,6.0
47569,2024-10-19,338,High Wycombe,GB,Blender,Household appliances electric,Ninja,yes,10.0
47570,2024-10-05,217,Exmouth,GB,Jacket / Blazer,Textile,Joules,yes,9.0
47571,2024-09-21,405,Den Dolder,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,half,6.0
47572,2024-10-05,217,Exmouth,GB,Sewing machine,Household appliances electric,Lervia,no,1.0
47573,2024-09-21,405,Den Dolder,NL,Electric fly swatter,Household appliances electric,Unknown/n.a.,half,4.0
47574,2024-10-19,338,High Wycombe,GB,Bicycle pump / tyre inflator,Bicycles,Unknown/n.a.,yes,6.0
47575,2024-10-19,338,High Wycombe,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,no,6.0
47576,2024-09-21,405,Den Dolder,NL,Bicycle battery,Bicycles,Unknown/n.a.,no,8.0
47577,2024-10-19,338,High Wycombe,GB,Backpack / Rucksack,Textile,Unknown/n.a.,yes,9.0
47578,2024-10-05,217,Exmouth,GB,Vacuum cleaner,Household appliances electric,Shark,no,3.0
47579,2024-10-19,338,High Wycombe,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,7.0
47580,2024-10-19,338,High Wycombe,GB,Travel alarm clock,Clocks / alarm clocks,Unknown/n.a.,no,6.0
47581,2024-10-19,338,High Wycombe,GB,Travel alarm clock,Clocks / alarm clocks,Unknown/n.a.,no,6.0
47582,2024-10-19,338,High Wycombe,GB,Teddy bear,Toys non-electric,Unknown/n.a.,yes,8.0
47583,2024-10-05,217,Exmouth,GB,Mixer / Blender,Household appliances electric,Kenwood,yes,8.0
47584,2024-05-18,405,Den Dolder,NL,Extractor hood,Household appliances electric,Itho Daalderop,no,8.0
47585,2024-10-19,338,High Wycombe,GB,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,3.0
47586,2024-10-19,338,High Wycombe,GB,Foot massage machine,Household appliances electric,HoMedics,no,6.0
47587,2024-10-19,338,High Wycombe,GB,Coffee maker,Household appliances electric,Unknown/n.a.,half,6.0
47588,2024-10-05,217,Exmouth,GB,Radio,Display and sound equipment,Sony,no,2.0
47589,2024-10-19,338,High Wycombe,GB,Bread maker,Household appliances electric,Russell Hobbs,half,6.0
47590,2024-09-21,405,Den Dolder,NL,Toaster,Household appliances electric,Magimix,no,8.0
47591,2024-10-12,338,High Wycombe,GB,Turntable / record player,Display and sound equipment,Kenwood,yes,3.0
47592,2024-10-12,338,High Wycombe,GB,Bracelet,Jewelry,Unknown/n.a.,yes,7.0
47593,2024-10-19,419,Seyssinet-Pariset,FR,Kitchen scales,Household appliances electric,Soehnle,yes,7.0
47594,2024-05-18,405,Den Dolder,NL,Electric drill / Power drill,Tools electric,Bosch,no,7.0
47595,2024-10-12,338,High Wycombe,GB,Jeans,Textile,Levi's,yes,10.0
47596,2024-10-12,338,High Wycombe,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,yes,10.0
47597,2024-10-05,217,Exmouth,GB,Upright vacuum cleaner,Household appliances electric,AEG,no,3.0
47598,2024-10-12,338,High Wycombe,GB,Costume (for dressing up),Textile,Unknown/n.a.,yes,10.0
47599,2024-10-05,217,Exmouth,GB,Pressure cooker,Household appliances non-electric,Instant Pot,yes,10.0
47600,2024-09-14,338,High Wycombe,GB,Jeans,Textile,Unknown/n.a.,yes,5.0
47601,2024-10-19,613,Pacé,FR,Television,Display and sound equipment,Unknown/n.a.,no,2.0
47602,2024-10-19,613,Pacé,FR,Fan heater,Household appliances electric,Sauter,no,5.0
47603,2024-09-14,338,High Wycombe,GB,Stereoset / music centre,Display and sound equipment,Sony,no,9.0
47604,2024-09-14,338,High Wycombe,GB,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
47605,2024-09-14,338,High Wycombe,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,no,1.0
47606,2024-09-14,338,High Wycombe,GB,Turntable / record player,Display and sound equipment,GPO,no,1.0
47607,2024-09-14,338,High Wycombe,GB,Turntable / record player,Display and sound equipment,Akai,no,10.0
47608,2024-09-14,338,High Wycombe,GB,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
47609,2024-10-19,613,Pacé,FR,Screw drill,Tools electric,Bosch,no,8.0
47610,2024-10-19,613,Pacé,FR,Window wiper,Household appliances electric,Kärcher,half,7.0
47611,2024-09-14,338,High Wycombe,GB,Audio player,Display and sound equipment,Denon,half,5.0
47612,2024-10-19,613,Pacé,FR,Water pump,Tools electric,Unknown/n.a.,no,1.0
47613,2024-09-14,338,High Wycombe,GB,Grill toaster,Household appliances electric,Russell Hobbs,yes,5.0
47614,2024-09-14,338,High Wycombe,GB,Walkman,Display and sound equipment,Sony,half,6.0
47615,2024-09-14,338,High Wycombe,GB,Wrist watch,Clocks / alarm clocks,Seiko,yes,8.0
47616,2024-09-21,613,Pacé,FR,Cd / dvd player,Display and sound equipment,Sony,yes,5.0
47617,2024-10-19,799,Éguilles,FR,Stick mixer / Hand blender,Household appliances electric,Unknown/n.a.,yes,6.0
47618,2024-09-14,338,High Wycombe,GB,Shoe,Textile,Unknown/n.a.,no,5.0
47619,2024-09-14,338,High Wycombe,GB,Garden tools,Tools electric,Unknown/n.a.,yes,8.0
47620,2024-09-14,338,High Wycombe,GB,Wrist watch,Clocks / alarm clocks,Accurist,yes,2.0
47621,2024-10-05,217,Exmouth,GB,Vacuum cleaner,Household appliances electric,Miele,yes,9.0
47622,2024-10-19,613,Pacé,FR,Alarm clock radio,Clocks / alarm clocks,Saba,half,5.0
47623,2024-10-19,613,Pacé,FR,Electronic box,Tools electric,Unknown/n.a.,yes,6.0
47624,2024-10-05,217,Exmouth,GB,Vacuum cleaner,Household appliances electric,Polti,no,3.0
47625,2024-10-19,613,Pacé,FR,Game console,Toys electric,Microsoft,half,5.0
47626,2024-10-05,217,Exmouth,GB,Earrings,Jewelry,Unknown/n.a.,yes,10.0
47627,2024-10-05,217,Exmouth,GB,Jacket / Blazer,Textile,Seasalt Cornwall,yes,10.0
47628,2024-10-17,578,Bad Salzdetfurth,DE,Suitcase radio,Display and sound equipment,Unknown/n.a.,no,7.0
47629,2024-10-17,578,Bad Salzdetfurth,DE,Television,Display and sound equipment,Unknown/n.a.,yes,6.0
47630,2024-10-19,613,Pacé,FR,Toaster,Household appliances electric,Moulinex,yes,8.0
47631,2024-10-19,478,Baud,FR,Vacuum cleaner,Household appliances electric,LG,yes,7.0
47632,2024-10-17,578,Bad Salzdetfurth,DE,Electric drill / Power drill,Tools electric,Unknown/n.a.,yes,10.0
47633,2024-10-17,578,Bad Salzdetfurth,DE,Electric drill / Power drill,Tools electric,Black+Decker,no,10.0
47634,2024-10-19,799,Éguilles,FR,Capacitor,Household appliances electric,Unknown/n.a.,yes,10.0
47635,2024-10-19,613,Pacé,FR,Game console,Toys electric,HP,half,7.0
47636,2024-10-19,478,Baud,FR,Toaster,Household appliances electric,Philips,no,3.0
47637,2024-10-17,578,Bad Salzdetfurth,DE,Radio / tape recorder,Display and sound equipment,Philips,no,8.0
47638,2024-10-17,578,Bad Salzdetfurth,DE,Table lamp,Household appliances electric,Unknown/n.a.,half,9.0
47639,2024-10-19,419,Seyssinet-Pariset,FR,Television tuner / TV-tuner,Display and sound equipment,Sony,yes,7.0
47640,2024-10-19,478,Baud,FR,Microwave,Household appliances electric,Radiola,yes,10.0
47641,2024-10-19,613,Pacé,FR,Vacuum cleaner,Household appliances electric,Bosch,yes,10.0
47642,2024-10-19,333,Hobart,AU,Bicycle light / bike light,Bicycles,Unknown/n.a.,no,8.0
47643,2024-10-19,419,Seyssinet-Pariset,FR,Train (toy),Toys electric,Märklin,yes,10.0
47644,2024-10-19,478,Baud,FR,Display / Monitor,Display and sound equipment,Samsung,half,10.0
47645,2024-10-19,485,Izegem,BE,Food processor,Household appliances electric,Domo,no,2.0
47646,2024-10-19,333,Hobart,AU,Axe / Hatchet,Tools non-electric,Unknown/n.a.,yes,5.0
47647,2024-10-19,478,Baud,FR,Stereoset / music centre,Display and sound equipment,Roadstar,no,5.0
47648,2024-10-19,613,Pacé,FR,Hair dryer,Household appliances electric,Babyliss,half,5.0
47649,2024-10-19,333,Hobart,AU,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,5.0
47650,2024-10-19,333,Hobart,AU,Jacket / Blazer,Textile,Unknown/n.a.,yes,8.0
47651,2024-10-19,333,Hobart,AU,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,half,5.0
47652,2024-10-19,613,Pacé,FR,Table grill,Household appliances electric,Tefal,yes,10.0
47653,2024-10-19,333,Hobart,AU,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
47654,2024-10-19,613,Pacé,FR,Food processor,Household appliances electric,SilverCrest,yes,10.0
47655,2024-05-18,206,Bellegarde-sur-Valserine,FR,Daylight lamp,Household appliances electric,Philips,yes,1.0
47656,2024-05-18,206,Bellegarde-sur-Valserine,FR,Hedge shear / hedge trimmer,Tools electric,Metabo,yes,3.0
47657,2024-05-18,206,Bellegarde-sur-Valserine,FR,Electrified fence device,Other,Unknown/n.a.,half,10.0
47658,2024-10-19,333,Hobart,AU,Skirt,Textile,Unknown/n.a.,yes,5.0
47659,2024-05-18,206,Bellegarde-sur-Valserine,FR,Steam cleaner,Household appliances electric,Polti,half,6.0
47660,2024-05-18,206,Bellegarde-sur-Valserine,FR,Rice cooker,Household appliances electric,Tefal,yes,10.0
