index,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
92998,2022-10-22,401,Stokesley and villages,GB,Clock,Clocks / alarm clocks,Thomas Kent,yes,2.0
92999,2022-10-22,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,yes,8.0
93000,2022-09-29,4,Capelle aan den IJssel,NL,Toy,Tools non-electric,Unknown/n.a.,yes,4.0
93001,2022-09-29,4,Capelle aan den IJssel,NL,Smoothie maker,Household appliances electric,Philips,yes,9.0
93002,2022-09-29,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Jura,yes,10.0
93003,2022-09-29,4,Capelle aan den IJssel,NL,Fan,Household appliances electric,Unknown/n.a.,yes,9.0
93004,2022-09-29,4,Capelle aan den IJssel,NL,Handle,Other,Sola,yes,7.0
93005,2022-11-07,411,Utrecht-Merwede,NL,Headphones,Display and sound equipment,Unknown/n.a.,yes,10.0
93006,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Unknown/n.a.,no,2.0
93007,2022-09-29,4,Capelle aan den IJssel,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,10.0
93008,2022-11-07,411,Utrecht-Merwede,NL,Sewing machine,Household appliances electric,Lewenstein,yes,4.0
93009,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Unknown/n.a.,yes,8.0
93010,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Singer,yes,8.0
93011,2022-09-29,4,Capelle aan den IJssel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,no,8.0
93012,2022-09-29,4,Capelle aan den IJssel,NL,Lid,Household appliances non-electric,Brabantia,yes,5.0
93013,2022-09-29,4,Capelle aan den IJssel,NL,Speaker,Display and sound equipment,Klipsch,half,5.0
93014,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Singer,yes,8.0
93015,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Pfaff,yes,9.0
93016,2022-09-29,4,Capelle aan den IJssel,NL,Hair dryer,Household appliances electric,Babyliss,yes,7.0
93017,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Lewenstein,yes,8.0
93018,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Vendomatic,yes,8.0
93019,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Janome,yes,8.0
93020,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Toyota,yes,8.0
93021,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Brother,yes,8.0
93022,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Elna,yes,8.0
93023,2022-09-29,4,Capelle aan den IJssel,NL,Blender,Household appliances electric,Home Essentials,no,8.0
93024,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,SilverCrest,yes,7.0
93025,2022-09-29,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Medion,yes,6.0
93026,2022-09-22,4,Capelle aan den IJssel,NL,Computer,Computer equipment / phones,Thinkpad,yes,8.0
93027,2022-09-22,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Gazelle,yes,4.0
93028,2022-09-22,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Giant,yes,10.0
93029,2022-09-22,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,half,8.0
93030,2022-09-22,4,Capelle aan den IJssel,NL,Soup maker,Household appliances electric,Unknown/n.a.,no,7.0
93031,2022-09-22,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Dolce gusto,yes,7.0
93032,2022-09-22,4,Capelle aan den IJssel,NL,Sandwich maker,Household appliances electric,Unknown/n.a.,no,1.0
93033,2022-09-22,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Asus,no,9.0
93034,2022-09-22,4,Capelle aan den IJssel,NL,Electric kettle / Electric jug,Household appliances electric,Tefal,no,2.0
93035,2022-09-22,4,Capelle aan den IJssel,NL,Radio / CD / cassette player,Display and sound equipment,Elta,no,2.0
93036,2022-09-22,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Miele,half,10.0
93037,2022-09-22,4,Capelle aan den IJssel,NL,Printer,Computer equipment / phones,Epson,no,9.0
93038,2022-09-22,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
93039,2022-09-22,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Postcodeloterij,yes,10.0
93040,2022-09-15,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,7.0
93041,2022-09-15,4,Capelle aan den IJssel,NL,Smartphone,Computer equipment / phones,Motorola,yes,9.0
93042,2022-09-15,4,Capelle aan den IJssel,NL,Toy water wheel,Toys non-electric,Unknown/n.a.,yes,10.0
93043,2022-09-15,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,5.0
93044,2022-09-15,4,Capelle aan den IJssel,NL,Pressure cooker,Household appliances non-electric,Tefal,yes,10.0
93045,2022-09-15,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
93046,2022-09-15,4,Capelle aan den IJssel,NL,Radio,Display and sound equipment,Philips,no,3.0
93047,2022-09-15,4,Capelle aan den IJssel,NL,Dustbin / Waste bin / Trash can,Household appliances non-electric,Unknown/n.a.,no,5.0
93048,2022-09-15,4,Capelle aan den IJssel,NL,Electric kettle / Electric jug,Household appliances electric,Hema,yes,7.0
93049,2022-09-15,4,Capelle aan den IJssel,NL,Smoothie maker,Household appliances electric,Princess,half,6.0
93050,2022-09-15,4,Capelle aan den IJssel,NL,Electric cool box,Household appliances electric,Waeco Myfridge,no,4.0
93051,2022-09-15,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,2.0
93052,2022-09-15,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,AEG,yes,6.0
93053,2022-09-15,4,Capelle aan den IJssel,NL,Food processor,Household appliances electric,Tristar,no,3.0
93054,2022-09-15,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Medion,no,1.0
93055,2022-09-15,4,Capelle aan den IJssel,NL,Toaster,Household appliances electric,Russell Hobbs,yes,8.0
93056,2022-09-08,4,Capelle aan den IJssel,NL,Video player / recorder,Display and sound equipment,Orion,yes,10.0
93057,2022-09-08,4,Capelle aan den IJssel,NL,Sound bar,Display and sound equipment,Unknown/n.a.,yes,10.0
93058,2022-09-08,4,Capelle aan den IJssel,NL,Video / DVD player / recorder,Display and sound equipment,Philips,yes,10.0
93059,2022-09-08,4,Capelle aan den IJssel,NL,Video / DVD player / recorder,Display and sound equipment,Philips,no,5.0
93060,2022-09-08,4,Capelle aan den IJssel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,6.0
93061,2022-09-08,4,Capelle aan den IJssel,NL,Printer,Computer equipment / phones,Canon,no,8.0
93062,2022-09-08,4,Capelle aan den IJssel,NL,Smartphone,Computer equipment / phones,Motorola,yes,10.0
93063,2022-09-08,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Giant,yes,7.0
93064,2022-09-08,4,Capelle aan den IJssel,NL,Bread maker,Household appliances electric,Kruidvat,no,1.0
93065,2022-09-01,4,Capelle aan den IJssel,NL,Tyre pressure gauge,Other,Unknown/n.a.,yes,4.0
93066,2022-09-01,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Unknown/n.a.,no,4.0
93067,2022-09-01,4,Capelle aan den IJssel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
93068,2022-09-01,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,7.0
93069,2022-09-01,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Spirit,yes,9.0
93070,2022-09-01,4,Capelle aan den IJssel,NL,Mixer / Blender,Household appliances electric,Unknown/n.a.,no,3.0
93071,2022-09-01,4,Capelle aan den IJssel,NL,Radio / CD player,Display and sound equipment,Bose,no,1.0
93072,2022-09-01,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Electrolux,yes,3.0
93073,2022-09-01,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Aser,no,1.0
93074,2022-09-01,4,Capelle aan den IJssel,NL,Video player / recorder,Display and sound equipment,Philips,no,1.0
93075,2022-09-01,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,8.0
93076,2022-09-01,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Magimix Nespresso,yes,3.0
93077,2022-09-01,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Bosch,yes,2.0
93078,2022-09-01,4,Capelle aan den IJssel,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,8.0
93079,2022-09-01,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Veeno,yes,7.0
93080,2022-09-01,4,Capelle aan den IJssel,NL,Television,Display and sound equipment,Sony,half,10.0
93081,2022-09-01,4,Capelle aan den IJssel,NL,Electric drill / Power drill,Tools electric,Meister Craft,yes,5.0
93082,2022-09-01,4,Capelle aan den IJssel,NL,Smartphone,Computer equipment / phones,Motorola,yes,10.0
93083,2022-09-03,4,Capelle aan den IJssel,NL,Radio,Display and sound equipment,Philips,no,5.0
93084,2022-09-03,4,Capelle aan den IJssel,NL,Shaver / Razor,Household appliances electric,Philips,yes,6.0
93085,2022-09-03,4,Capelle aan den IJssel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,6.0
93086,2022-09-03,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,AEG,yes,10.0
93087,2022-09-03,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
93088,2022-09-03,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Nespresso,yes,5.0
93089,2022-09-03,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Krups,yes,8.0
93090,2022-09-03,4,Capelle aan den IJssel,NL,Leaf blower,Tools electric,Rhodos,yes,7.0
93091,2022-09-03,4,Capelle aan den IJssel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,5.0
93092,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Vacuum cleaner,Household appliances electric,Miele,no,7.0
93093,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Sewing machine,Household appliances electric,Riccar,no,7.0
93094,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Coffee maker,Household appliances electric,Nespresso,no,6.0
93095,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Coffee maker,Household appliances electric,Classic Gaggia,yes,8.0
93096,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Raleigh,yes,6.0
93097,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Coffee maker,Household appliances electric,Krups,no,6.0
93098,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Sandwich maker,Household appliances electric,Tefal,yes,7.0
93099,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Coffee maker,Household appliances electric,Philips,yes,6.0
93100,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Toaster,Household appliances electric,Philips,yes,9.0
93101,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Electric kettle / Electric jug,Household appliances electric,AEG,no,7.0
93102,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Christmas lights,Household appliances electric,Philips,yes,6.0
93103,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Alarm clock,Clocks / alarm clocks,Junghans,no,7.0
93104,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Vacuum cleaner,Household appliances electric,Boston Acoustics,no,9.0
93105,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Bicycle / Bike,Bicycles,Batavus,yes,7.0
93106,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Oven,Household appliances electric,Etna,no,8.0
93107,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Amplifier,Display and sound equipment,Yamaha,no,7.0
93108,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Chair,Furniture,Unknown/n.a.,no,7.0
93109,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Electric kettle / Electric jug,Household appliances electric,WMF,yes,7.0
93110,2022-11-05,41,Utrecht-Leidsche Rijn,NL,Milk frother,Household appliances electric,Nespresso,yes,7.0
93111,2022-10-29,17,Utrecht-Oost,NL,T-shirt / Shirt,Textile,Unknown/n.a.,yes,9.0
93112,2022-10-29,17,Utrecht-Oost,NL,Cardigan,Textile,Unknown/n.a.,yes,8.0
93113,2022-10-29,17,Utrecht-Oost,NL,Apron,Textile,Unknown/n.a.,yes,9.0
93114,2022-10-29,17,Utrecht-Oost,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,yes,9.0
93115,2022-10-29,17,Utrecht-Oost,NL,Cardigan,Textile,Unknown/n.a.,yes,8.0
93116,2022-10-29,17,Utrecht-Oost,NL,Leggings,Textile,Unknown/n.a.,yes,8.0
93117,2022-10-29,17,Utrecht-Oost,NL,Top,Textile,Unknown/n.a.,yes,8.0
93118,2022-10-29,17,Utrecht-Oost,NL,CD player / recorder,Display and sound equipment,Philips,half,10.0
93119,2022-10-29,17,Utrecht-Oost,NL,Pillow case,Textile,Unknown/n.a.,yes,9.0
93120,2022-10-29,17,Utrecht-Oost,NL,Radio,Display and sound equipment,Tivoli Audio,yes,8.0
93121,2022-10-29,17,Utrecht-Oost,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,8.0
93122,2022-10-29,17,Utrecht-Oost,NL,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,yes,9.0
93123,2022-10-29,17,Utrecht-Oost,NL,Leggings,Textile,Unknown/n.a.,yes,8.0
93124,2022-09-24,330,Miribel,FR,Lawn mower / lawn raker,Tools electric,Unknown/n.a.,yes,4.0
93125,2022-10-18,351,Wellington,NZ,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,8.0
93126,2022-09-03,351,Wellington,NZ,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
93127,2022-03-04,374,Zwolle Stadkamer,NL,Compressor,Tools electric,Black+Decker,half,1.0
93128,2022-11-02,381,Saint Vivien 17220,FR,Vegetable peeler,Household appliances non-electric,Unknown/n.a.,yes,8.0
93129,2022-11-02,381,Saint Vivien 17220,FR,Stereoset / music centre,Display and sound equipment,Philips,half,3.0
93130,2022-05-21,381,Saint Vivien 17220,FR,CD player / recorder,Display and sound equipment,Kenwood,no,5.0
93131,2022-10-26,381,Saint Vivien 17220,FR,Food processor,Household appliances electric,SilverCrest,half,1.0
93132,2022-09-24,330,Miribel,FR,Table lamp,Household appliances non-electric,Epistar,yes,5.0
93133,2022-10-01,146,Weymouth,GB,Musical instrument,Display and sound equipment,Unknown/n.a.,yes,4.0
93134,2022-10-08,146,Weymouth,GB,Nail milling machine,Household appliances electric,Unknown/n.a.,yes,4.0
93135,2022-10-08,146,Weymouth,GB,Pressure washer / High-pressure cleaner / Jet washer,Household appliances electric,MacAllister,half,8.0
93136,2022-10-18,351,Wellington,NZ,Bag,Textile,Mr Vintage,yes,10.0
93137,2022-10-21,387,Tivon,IL,Bag,Textile,Unknown/n.a.,yes,9.0
93138,2022-09-03,351,Wellington,NZ,Cardigan sweater,Textile,Unknown/n.a.,yes,5.0
93139,2022-10-15,351,Wellington,NZ,Game console,Computer equipment / phones,Unknown/n.a.,yes,5.0
93140,2022-10-08,146,Weymouth,GB,Sewing machine,Household appliances electric,Frister & Rossmann,yes,8.0
93141,2022-10-08,146,Weymouth,GB,Bathrobe / Dressing gown,Textile,Unknown/n.a.,yes,10.0
93142,2022-10-29,195,Ochtrup DE,DE,Pedicure appliance,Tools electric,Bechtold Medical GmbH,yes,3.0
93143,2022-10-29,455,Lavaur,FR,Bug zapper,Household appliances electric,Unknown/n.a.,no,1.0
93144,2022-10-30,36,Zwolle-Aa-landen,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,no,2.0
93145,2022-10-30,36,Zwolle-Aa-landen,NL,Television,Display and sound equipment,Denson,no,2.0
93146,2022-10-26,355,Guérande,FR,Display / Monitor,Computer equipment / phones,Lenovo,no,4.0
93147,2022-11-02,355,Guérande,FR,Electric kettle / Electric jug,Household appliances electric,Tefal,no,3.0
93148,2022-10-26,355,Guérande,FR,Headphones,Display and sound equipment,Sony,half,8.0
93149,2022-10-26,355,Guérande,FR,Electric lawnmower,Tools electric,Ryobi,half,7.0
93150,2022-10-26,355,Guérande,FR,Steam cleaner,Household appliances electric,SilverCrest,half,4.0
93151,2022-10-26,355,Guérande,FR,Vacuum cleaner,Household appliances electric,Miele,yes,5.0
93152,2022-11-02,275,Zevenhuizen,NL,Alarm clock radio,Clocks / alarm clocks,Unknown/n.a.,no,2.0
93153,2022-11-02,275,Zevenhuizen,NL,Alarm clock radio,Clocks / alarm clocks,Ranex,yes,10.0
93154,2022-10-19,275,Zevenhuizen,NL,Dvd / cd player,Display and sound equipment,Technics,yes,8.0
93155,2022-10-19,275,Zevenhuizen,NL,Vacuum cleaner,Household appliances electric,Dyson,yes,9.0
93156,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Hair dryer,Household appliances electric,Philips,yes,7.0
93157,2022-10-19,275,Zevenhuizen,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,yes,8.0
93158,2022-10-19,275,Zevenhuizen,NL,Vacuum cleaner,Household appliances electric,AEG,yes,3.0
93159,2022-09-24,330,Miribel,FR,Smartphone,Computer equipment / phones,Apple,no,1.0
93160,2022-09-24,330,Miribel,FR,Fan,Other,Calor,no,4.0
93161,2022-10-29,155,Horsham,GB,Shirt (dress shirt),Textile,Unknown/n.a.,yes,3.0
93162,2022-10-29,155,Horsham,GB,Vacuum cleaner,Household appliances electric,Hoover,no,1.0
93163,2022-10-29,155,Horsham,GB,Iron,Household appliances electric,Bosch,no,1.0
93164,2022-10-29,155,Horsham,GB,Vacuum cleaner,Household appliances electric,Dyson,no,2.0
93165,2022-10-29,155,Horsham,GB,T-shirt / Shirt,Textile,Unknown/n.a.,yes,6.0
93166,2022-10-29,155,Horsham,GB,Electric heater / radiator,Household appliances electric,Challenge,yes,8.0
93167,2022-10-29,155,Horsham,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
93168,2022-10-29,155,Horsham,GB,Food processor,Household appliances electric,Kenwood,yes,7.0
93169,2022-10-29,155,Horsham,GB,Christmas lights,Other,Unknown/n.a.,yes,2.0
93170,2022-10-29,155,Horsham,GB,Hair dryer,Household appliances electric,Vidal Sassoon,yes,9.0
93171,2022-10-29,155,Horsham,GB,Grass trimmer,Tools electric,Gtech,no,1.0
93172,2022-10-29,155,Horsham,GB,Vacuum cleaner,Household appliances electric,Vax,yes,10.0
93173,2022-10-29,155,Horsham,GB,Leaf blower,Tools electric,Black+Decker,no,1.0
93174,2022-10-29,155,Horsham,GB,Dehumidifier,Household appliances electric,l'Equip,no,1.0
93175,2022-10-29,155,Horsham,GB,Remote control,Display and sound equipment,SkyTec,yes,10.0
93176,2022-10-29,155,Horsham,GB,Hard disk,Computer equipment / phones,Seagate,yes,7.0
93177,2022-10-29,155,Horsham,GB,Electric hedge trimmer,Tools electric,Argos,no,1.0
93178,2022-10-29,155,Horsham,GB,Cardigan,Textile,Unknown/n.a.,yes,8.0
93179,2022-10-29,155,Horsham,GB,Food processor,Household appliances electric,Kenwood,yes,4.0
93180,2022-10-29,155,Horsham,GB,Watch winder,Household appliances electric,Floureon,no,1.0
93181,2022-10-29,155,Horsham,GB,Remote control,Display and sound equipment,Manhatten,no,1.0
93182,2022-10-29,155,Horsham,GB,DAB+ radio,Display and sound equipment,Pure,half,1.0
93183,2022-10-29,155,Horsham,GB,Mixer / Blender,Household appliances electric,Kenwood,no,5.0
93184,2022-10-29,155,Horsham,GB,Coat / Jacket,Textile,Unknown/n.a.,yes,10.0
93185,2022-10-29,155,Horsham,GB,Electric toothbrush,Household appliances electric,Braun,yes,9.0
93186,2022-10-29,155,Horsham,GB,Coat / Jacket,Textile,Unknown/n.a.,yes,2.0
93187,2022-10-29,155,Horsham,GB,Vacuum cleaner,Household appliances electric,Dyson,half,10.0
93188,2022-10-29,155,Horsham,GB,Paper shredder,Household appliances electric,Staples,yes,8.0
93189,2022-10-29,155,Horsham,GB,Radiant heater,Household appliances electric,Dimplex,yes,7.0
93190,2022-10-29,155,Horsham,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
93191,2022-10-29,155,Horsham,GB,Pitchfork,Tools non-electric,Unknown/n.a.,yes,7.0
93192,2022-10-29,155,Horsham,GB,Garden fork,Tools non-electric,Unknown/n.a.,yes,7.0
93193,2022-10-29,155,Horsham,GB,Flashlight / electric torch,Household appliances electric,Silverline,half,9.0
93194,2022-10-29,155,Horsham,GB,Disco lamp,Household appliances electric,Coleman,half,8.0
93195,2022-10-29,155,Horsham,GB,Table lamp,Household appliances electric,John Lewis,yes,3.0
93196,2022-10-29,155,Horsham,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,9.0
93197,2022-10-29,155,Horsham,GB,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
93198,2022-10-29,155,Horsham,GB,Calculator,Other,Casio,yes,8.0
93199,2022-10-29,155,Horsham,GB,Skirt,Textile,Unknown/n.a.,yes,7.0
93200,2022-10-29,157,Ten Boer,NL,Bug zapper,Household appliances electric,Unknown/n.a.,yes,8.0
93201,2022-10-29,157,Ten Boer,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,7.0
93202,2022-10-29,157,Ten Boer,NL,Table lamp,Household appliances electric,Unknown/n.a.,half,9.0
93203,2022-10-29,157,Ten Boer,NL,CD player / recorder,Display and sound equipment,Philips,yes,9.0
93204,2022-10-29,157,Ten Boer,NL,Electric kettle / Electric jug,Household appliances electric,KitchenAid,no,2.0
93205,2022-10-29,157,Ten Boer,NL,Bag,Textile,Unknown/n.a.,yes,6.0
93206,2022-10-29,157,Ten Boer,NL,Vacuum cleaner,Household appliances electric,Panasonic,yes,10.0
93207,2022-10-29,157,Ten Boer,NL,Cassette deck,Display and sound equipment,Harman Kardon,yes,8.0
93208,2022-10-29,157,Ten Boer,NL,Trousers / pants,Textile,Unknown/n.a.,yes,5.0
93209,2022-10-29,157,Ten Boer,NL,Vacuum cleaner,Household appliances electric,Nilfisk,yes,8.0
93210,2022-10-29,157,Ten Boer,NL,Table lamp,Household appliances electric,Unknown/n.a.,yes,7.0
93211,2022-10-29,157,Ten Boer,NL,Overall / Dungarees / Boiler suit,Textile,Unknown/n.a.,yes,5.0
93212,2022-10-31,304,Amsterdam-Zuidoost,NL,Charger (battery / power supply),Tools electric,Bosch,half,10.0
93213,2022-10-29,157,Ten Boer,NL,Sander,Tools electric,Ferm,no,7.0
93214,2022-10-31,304,Amsterdam-Zuidoost,NL,Mixer / Blender,Household appliances electric,Unknown/n.a.,yes,8.0
93215,2022-10-29,157,Ten Boer,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,half,7.0
93216,2022-10-31,304,Amsterdam-Zuidoost,NL,Sewing machine,Household appliances electric,Toyota,yes,7.0
93217,2022-10-31,304,Amsterdam-Zuidoost,NL,Hard disk,Computer equipment / phones,Apple,yes,10.0
93218,2022-10-31,304,Amsterdam-Zuidoost,NL,Blender,Household appliances electric,Tomado,yes,4.0
93219,2022-09-24,330,Miribel,FR,Chainsaw,Tools electric,Florabest,half,8.0
93220,2022-09-24,330,Miribel,FR,Duvet,Textile,Unknown/n.a.,half,8.0
93221,2022-10-30,36,Zwolle-Aa-landen,NL,Pillow case,Textile,Unknown/n.a.,yes,8.0
93222,2022-10-30,36,Zwolle-Aa-landen,NL,Sewing machine,Household appliances electric,Phoenix,yes,10.0
93223,2022-10-30,36,Zwolle-Aa-landen,NL,Vacuum cleaner,Household appliances electric,Nilfisk,no,2.0
93224,2022-10-30,36,Zwolle-Aa-landen,NL,Cardigan,Textile,Unknown/n.a.,yes,8.0
93225,2022-10-30,36,Zwolle-Aa-landen,NL,Tuner / amplifier,Display and sound equipment,Harman Kardon,yes,10.0
93226,2022-10-30,36,Zwolle-Aa-landen,NL,Jacket / Blazer,Textile,Unknown/n.a.,yes,9.0
93227,2022-10-30,36,Zwolle-Aa-landen,NL,Solar lamp,Household appliances electric,Unknown/n.a.,no,1.0
93228,2022-10-30,36,Zwolle-Aa-landen,NL,Curtain,Textile,Unknown/n.a.,yes,3.0
93229,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
93230,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
93231,2022-10-30,36,Zwolle-Aa-landen,NL,Electric window wiper,Household appliances electric,Kärcher,yes,10.0
93232,2022-10-30,36,Zwolle-Aa-landen,NL,Coffee maker,Household appliances electric,Philips,yes,7.0
93233,2022-10-30,36,Zwolle-Aa-landen,NL,Dress,Textile,Unknown/n.a.,yes,9.0
93234,2022-10-30,36,Zwolle-Aa-landen,NL,Rollator / Mobility walker,Other,Unknown/n.a.,yes,8.0
93235,2022-10-30,36,Zwolle-Aa-landen,NL,Bodywarmer,Textile,Unknown/n.a.,yes,5.0
93236,2022-10-30,36,Zwolle-Aa-landen,NL,Coffee maker,Household appliances electric,Krups Nespresso,yes,5.0
93237,2022-10-30,36,Zwolle-Aa-landen,NL,Jacket / Blazer,Textile,Unknown/n.a.,yes,9.0
93238,2022-10-30,36,Zwolle-Aa-landen,NL,Rug / Carpet,Textile,Unknown/n.a.,yes,8.0
93239,2022-10-30,36,Zwolle-Aa-landen,NL,Dvd / cd player,Display and sound equipment,Teufel,no,1.0
93240,2022-10-30,36,Zwolle-Aa-landen,NL,Roller case,Other,Worldwide Travel,yes,10.0
93241,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
93242,2022-10-30,36,Zwolle-Aa-landen,NL,Horticultural lamp,Household appliances electric,Waterquest,yes,8.0
93243,2022-10-30,36,Zwolle-Aa-landen,NL,Dehumidifier,Household appliances electric,Duracraft,yes,10.0
93244,2022-10-30,36,Zwolle-Aa-landen,NL,Air fryer,Household appliances electric,Blokker,no,1.0
93245,2022-10-30,36,Zwolle-Aa-landen,NL,Sander,Tools electric,Bosch,no,2.0
93246,2022-10-30,36,Zwolle-Aa-landen,NL,Sander,Tools electric,Topcraft,no,2.0
93247,2022-10-30,36,Zwolle-Aa-landen,NL,Amplifier,Display and sound equipment,Sunn,no,2.0
93248,2022-10-30,36,Zwolle-Aa-landen,NL,Vacuum cleaner,Household appliances electric,Miele,yes,6.0
93249,2022-10-30,36,Zwolle-Aa-landen,NL,Sewing machine,Household appliances electric,Brother,yes,5.0
93250,2022-10-30,36,Zwolle-Aa-landen,NL,Pyjamas,Textile,Unknown/n.a.,yes,7.0
93251,2022-10-30,36,Zwolle-Aa-landen,NL,Fan heater,Household appliances electric,Exclusief,no,3.0
93252,2022-10-30,36,Zwolle-Aa-landen,NL,Coffee maker,Household appliances electric,Quigg,yes,5.0
93253,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,6.0
93254,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Gerry Weber,yes,8.0
93255,2022-10-30,36,Zwolle-Aa-landen,NL,Shaver / Razor,Household appliances electric,Philips,yes,9.0
